FEN,Moves,MateIn,Winner
q1r2R1k/6pp/3p4/8/2P2Q2/7P/6P1/5RK1 b - - 0 30,c8f8 f4f8 a8f8 f1f8,2,White
r4B2/p4Qpk/2p1p1p1/4q3/1Pb3P1/8/2R5/2K5 b - - 1 47,c4d3 c2h2 e5h2 f7g7,2,Black
8/5N2/pp3kp1/4p3/8/qPPR3Q/P5PP/7K w - - 11 34,f7e5 a3c1 d3d1 c1d1,2,White
8/R4Bpk/1N1p3p/8/4p1r1/2P2b1q/5PNP/6QK w - - 11 43,f7e6 f3g2 g1g2 h3g2,2,Black
5rk1/b7/p3p1p1/4P3/N1PpQ1P1/3R3p/4R2P/1q5K w - - 3 38,e2e1 f8f1 e1f1 b1f1,2,Black
7k/pR1b3p/6p1/6Q1/3nr3/2qP2P1/2P4P/1R5K w - - 0 26,d3e4 c3f3 h1g1 d4e2,2,White
2r1k1r1/1p3pp1/p3p3/2qpP1N1/8/5Q2/6PP/3n3K b - - 1 34,c5c1 f3f7 e8d8 g5e6,2,Black
4k3/pR4pp/2p1p1q1/2B5/1P6/P4bP1/1Q3P2/6K1 w - - 3 35,b2g7 g6b1 g1h2 b1h1,2,White
8/7k/4pQp1/3bP1N1/1n1P4/p5p1/1r4P1/2K5 b - - 11 42,h7h6 g5f7 h6h7 f6h8,2,White
6k1/2p2r1p/6pQ/5p1P/2P4K/BP2p1P1/P4rq1/3R4 b - - 3 36,f2f3 d1d8 f7f8 h6f8,2,Black
8/5p2/p5k1/2Rb1qb1/8/PP4B1/5PP1/3Q2Kr w - - 5 31,g1h1 f5h3 h1g1 h3g2,2,Black
5k2/1Q2pP1p/3p2p1/1PpP1q2/3b2K1/8/1P1B2P1/1R2R3 w - - 1 34,g4g3 d4f2 g3h2 f5h5,2,Black
5r1k/ppp3p1/3p3p/2q5/6Q1/6PP/PPP1R3/R4r1K w - - 11 30,a1f1 f8f1 h1h2 c5g1,2,Black
8/8/2r1n2Q/3Rqk2/1p2p3/5pP1/B4P1P/6K1 w - - 1 50,h6h4 c6c1 d5d1 c1d1,2,White
3R2k1/1pb1rrpp/p6q/2p2B2/P7/1Q4P1/1PP2P1P/3R2K1 b - - 6 23,c7d8 d1d8 e7e8 d8e8,2,White
2Q5/p4qkp/1p6/P1p4p/8/7N/1P2n1PP/4Rr1K w - - 3 33,e1f1 f7f1 h3g1 f1g1,2,Black
2r2k1Q/1b2bp2/p3p1p1/1p1pq3/1PrN4/P6R/1BP2PPP/R5K1 b - - 2 23,e5h8 h3h8 f8g7 d4f5,2,White
r4rk1/pb6/2p1p2Q/3nB1p1/N5p1/2P5/PPB4P/3R1q1K w - - 2 27,d1f1 f8f1 h1g2 d5e3 g2g3 f1f3,3,Black
8/1p2P1p1/p6p/P7/1P6/1r3kP1/7P/6K1 w - - 1 44,e7e8q b3b1 e8e1 b1e1,2,Black
b3r1k1/6p1/8/7R/3q4/3B2Q1/PP3RPP/6K1 w - - 2 29,g3h3 e8e1 d3f1 e1f1 g1f1 d4d1,3,White
4B3/pp1R4/n1k1p3/PPp2p1p/4rP2/1KP5/8/8 b - - 0 32,c6b5 d7b7 b5a5 b7b5,2,White
rq4N1/pp3b1p/6pk/3PQp2/5R2/1P1p2P1/P6P/6K1 b - - 3 26,f7g8 f4h4 h6g5 e5e7,2,White
2R2KQ1/6p1/p3P1kp/P1q5/8/8/8/8 w - - 5 56,e6e7 c5f5 g8f7 f5f7,2,White
Q2Q2nk/p5pp/1p4p1/2P1qr2/1P6/P7/3NnPPP/R4RK1 w - - 1 27,g1h1 e5h2 h1h2 f5h5 d8h4 h5h4,3,Black
r4r2/pp2k3/2pN2R1/2n1PP2/8/2p3P1/PbK5/8 b - - 0 37,a8d8 g6g7 f8f7 g7f7,2,Black
r1b1kr2/2p3R1/1p5p/p2QP3/3P2P1/7q/PPPB3P/2K4R w - - 2 26,d5a8 f8f1 d2e1 h3e3 c1d1 e3e1,3,White
6R1/pb5k/7p/5p1P/1q3b2/1B1p1P2/PP4Q1/2K3R1 w - - 0 32,c1d1 b7f3 g2f3 b4d2,2,White
1k4r1/p1b2p2/1pP5/P3p1qp/1PB1P3/4n2R/1QRr1PP1/5K2 w - - 3 31,h3e3 g5g2 f1e1 g2f2,2,Black
8/p1pk1pQp/4p3/8/2P5/4q1Pn/PP1r2PP/R4RK1 w - - 3 21,g1h1 e3g1 f1g1 h3f2,2,Black
6k1/2N2pb1/3P3p/4P1qK/6PP/2Q5/r7/8 w - - 1 43,h4g5 a2h2 c3h3 h2h3,2,Black
1k2r3/pp5q/5pn1/2Np4/3P2P1/2PN1Qb1/PP4P1/R1B4K w - - 1 28,h1g1 h7h2 g1f1 h2h1,2,Black
8/5Qpk/7p/8/8/P1P1qP2/3r2PP/1R1n1BK1 w - - 5 34,g1h1 d1f2 h1g1 f2h3 g1h1 e3g1,3,Black
6k1/5pp1/2p3r1/8/8/3P4/PqPQ1Kr1/4R2R w - - 2 31,f2f1 b2f6 d2f2 g2f2,2,Black
8/p7/1p6/3P1k2/1BP3p1/1P1R1pK1/P4Pr1/3N4 w - - 2 43,g3h4 g2h2 h4g3 h2h3,2,Black
2r2rk1/6p1/p1R4p/1p1N3Q/3b1pK1/6P1/7P/5q2 b - - 3 31,f4g3 d5e7 g8h7 c6h6 g7h6 h5g6 h7h8 g6h6,4,Black
r2q2rk/ppp2nQ1/3p1b1P/3Pp3/8/3BBP2/PPP5/2K3RR b - - 4 26,g8g7 h6g7 h8g8 d3h7,2,White
4r1k1/Q1b2ppp/b6q/P2B1P2/2P5/5RP1/3r3P/R6K b - - 0 27,c7e5 a7f7 g8h8 f7e8,2,Black
r4rk1/5pp1/2n1pN1p/1q1pP2N/p1pP3P/2P1n3/1PQ2PP1/R5K1 b - - 1 23,g7f6 h5f6 g8g7 c2h7,2,White
1rr5/7R/R7/2P3p1/3P1pk1/4P1P1/5PKP/8 w - - 0 34,e3e4 f4f3 g2f1 b8b1,2,White
5qrk/2pb1p2/3p1Pp1/3Pp1QR/2B1P3/2P2R1P/Pr4PK/8 b - - 0 31,g6h5 g5h5 f8h6 h5h6,2,White
3Nkb1r/pQ1n3p/6p1/5p2/3q1P2/8/PP3nPP/RNB2R1K w k - 2 19,f1f2 d4d1 f2f1 d1f1,2,Black
3Q2k1/2q2pp1/5n1p/4pB2/2r1P3/p5P1/1P5P/3R2K1 b - - 1 31,c7d8 d1d8 f6e8 d8e8,2,White
2qr3k/4RQ1p/2P2ppB/8/8/1P4PP/5P1K/7r w - - 7 36,h2h1 c8h3 h1g1 d8d1 e7e1 d1e1,3,Black
r2qk1Qr/pp1b3P/2n1pb2/3p4/3P1p2/2P5/6P1/RNB1K2R b KQ - 1 21,e8e7 c1a3 c6b4 a3b4,2,White
4r1k1/ppp2p2/8/6B1/3P1Q2/2P1n1P1/PPq4K/R3R3 w - - 1 33,h2h3 c2g2 h3h4 g2h2,2,Black
6rk/qr4p1/3p1bQB/1p5R/2p1P3/5P2/2P2PK1/7R b - - 0 35,g7h6 h5h6 b7h7 h6h7 a7h7 h1h7,3,White
k1Q4r/Pr3p2/4p2p/1P4p1/8/8/1q3PPP/R1R3K1 b - - 4 28,h8c8 c1c8 b7b8 a7b8q,2,White
r1bq1rk1/p3npbP/1pn1p2B/2p5/4P3/2pP2P1/PPPQ1PB1/R3K1NR b KQ - 0 12,g8h8 h6g7 h8g7 d2h6 g7h8 h6f6,3,White
5Q2/p2R3p/1p4p1/4bpqk/8/8/PPP2PPP/6K1 w - - 7 31,d7d3 g5c1 d3d1 c1d1,2,White
8/2p5/3p1Q1k/p1nP1B2/8/1p2q3/PP6/3K4 b - - 11 42,h6h5 f6g6 h5h4 g6g4,2,White
5N2/1p1P1k1P/8/8/p1n3P1/2b5/Pr6/K2R3R w - - 1 36,h1f1 b2f2 a1b1 c4a3 b1c1 c3b2,3,White
7k/p3Q2p/1p1p2q1/2pP4/2n1R3/2P2p2/P4P1P/3R2K1 w - - 1 35,g1f1 g6g2 f1e1 g2g1,2,Black
6r1/1p2q1pk/pNp1p1Qp/2Pp1r1R/3PbP2/4P2P/PP2K3/6R1 b - - 4 31,h7h8 h5h6 g7h6 g6g8,2,White
2b2r1k/7R/7P/pppp3Q/4p3/1Pp1P3/P1P2q2/2K3R1 b - - 1 30,h8h7 h5g6 h7h8 g6g7,2,White
5k2/2p2nb1/2Pq4/3P2pR/p4pP1/Pp2rP2/1P1Q4/K5BR w - - 3 46,g1e3 d6a3 a1b1 a3a2 b1c1 a2a1,3,Black
4r3/1R1R4/2P5/5p2/5B2/5kPK/7P/8 w - - 3 35,c6c7 e8h8 d7h7 h8h7 f4h6 h7h6,3,White
6k1/5ppp/1p2r3/8/1P4n1/P1r1q3/3Rp1KP/4Q3 b - - 3 40,e6g6 d2d8 e3e8 d8e8,2,Black
1Q6/1p2k2p/p7/4P3/2b5/P1P5/2Pr2qP/6RK w - - 0 27,g1g2 d2d1 g2g1 c4d5,2,Black
8/2Q3p1/1pP2k2/5p2/1B1P4/P2KPPP1/7r/3q4 w - - 8 53,d3c4 d1e2 c4d5 e2a2 d5d6 a2e6,3,Black
1kR2r2/1p1QN3/pb2n1p1/4p2p/8/1P4Pq/P4P2/2R3K1 b - - 11 33,f8c8 c1c8 b8a7 e7c6,2,White
5rk1/1b1pr1p1/pq6/2b1P2Q/1pP1B3/1P4P1/1B3P1P/3R1RK1 w - - 9 25,e4g6 c5f2 f1f2 b6f2,2,White
r1bq1k1Q/1p1nb1p1/p3p3/2ppP1P1/5r2/2P1P3/PP3PP1/R3K2R b KQ - 3 17,f8f7 g5g6 f7g6 h8h5,2,White
4Q1k1/pp3r1p/1q2p1pP/3p1p2/1PrP4/2P2P2/P7/2R1K1R1 b - - 4 26,f7f8 g1g6 h7g6 e8g6 g8h8 g6g7,3,White
r3r1k1/6Rp/p2qN3/4b3/8/P3PQ2/2P3P1/5R1K b - - 0 25,e5g7 f3f7 g8h8 f7g7,2,White
Qn4k1/p3p3/3p1n1B/5p2/8/2q5/P4PPP/R3R1K1 w - - 1 20,e1e7 c3a1 h6c1 a1c1 e7e1 c1e1,3,White
7k/1pp3rp/p2p4/3P1q2/7p/2QR3P/PP3P1r/4R2K w - - 2 35,h1h2 f5f2 h2h1 f2g2,2,Black
5R2/3r3p/6pk/8/1p1NR3/2P1n3/PP3pr1/7K b - - 0 40,b4c3 e4h4 h6g5 d4f3,2,Black
1k1r3r/ppQ4p/B1b2pp1/2bN4/4PNPP/5q2/P6K/1R6 b - - 4 35,b8a8 a6b7 c6b7 c7b7,2,White
4k3/5p2/n1p1PK2/p2p3B/P2P4/6B1/2pq4/8 b - - 0 38,c2c1q e6f7 e8d7 h5g4 d7d8 f7f8q,3,Black
r6r/pppqn2p/2np3k/4p3/4P2Q/2P4P/PP1N2P1/R4RK1 b - - 3 18,h6g7 h4f6 g7g8 f6f7,2,White
rn1N2k1/6pp/p7/1pbp4/8/1B6/PPP1r1bP/R1BQR1K1 w - - 2 18,d1d4 c5d4 c1e3 d4e3,2,Black
6rk/1qp2P1p/p7/1p2pPB1/8/2P3QP/PP2n2K/5R2 b - - 2 31,e2g3 g5f6 g8g7 f7f8q,2,White
2b3k1/rp2np2/p3p1p1/2p1P1N1/P7/7Q/2PK1PPP/7q b - - 1 21,e7f5 h3h7 g8f8 h7f7,2,White
8/4Q3/r6k/pp1rb2P/2p5/6R1/P5P1/7K w - - 5 36,g3e3 d5d1 e3e1 d1e1,2,White
8/p1R3Q1/7p/7k/1PN2Pb1/P2r3P/3r1n1K/8 w - - 0 37,h3g4 f2g4 h2g1 d3g3 g1f1 d2f2 f1e1 g3g1,4,White
4R3/1br2p1k/p3Nqp1/1p6/3N4/P1P1Q3/1P4PP/7K w - - 3 33,e6c7 f6f1 e3g1 b7g2,2,White
8/3N1p2/6pk/3p1n1p/3P3P/Q3PqP1/5P2/5K2 w - - 5 37,d7e5 f5g3 f1e1 f3e2,2,White
r3kb1r/p3pppp/2p5/3p4/P2PP3/2pQ1bPN/PqP4P/3KRB1R w kq - 0 17,d3f3 b2b1 d1e2 b1c2 e2e3 c2d2,3,Black
6k1/1pR5/2b3K1/6p1/6r1/8/7p/8 b - - 1 50,h2h1q c7c8 c6e8 c8e8,2,Black
4r3/kpQ1P3/p7/1q6/8/4BPP1/2p3K1/8 b - - 2 46,a7a8 c7d8 e8d8 e7d8q,2,White
r1b3R1/pp4kp/2p2n1p/4P3/2Bq3b/5Q2/PPP4p/RN5K b - - 3 18,f6g8 f3f7 g7h8 f7g8,2,White
4r1k1/pp3p1p/2p5/8/3P4/2P2R2/PPQ2KPq/5r2 w - - 0 30,f2f1 h2h1 f1f2 h1e1,2,Black
1k1r4/pp2b1p1/2n1p3/8/1Pp1Qp1P/P1P5/3qPPB1/R3K2R w KQ - 2 23,e1f1 d2d1 a1d1 d8d1,2,Black
8/8/8/8/8/7K/6pn/3Q3k b - - 12 69,g2g1q d1d5 h2f3 d5f3 g1g2 f3g2,3,White
5b2/pq4kp/1p5N/2p1Q1p1/2P1P2p/2P2KPP/PP6/8 b - - 0 33,g7h6 e5f6 h6h5 g3g4,2,White
r4r1k/6pB/1qpn2N1/p2p4/Pn1P3P/b1N1B3/2PKQP2/3R4 b - - 0 24,h8h7 e2h5 h7g8 g6e7,2,White
r1rR2k1/5p1p/5Pq1/3Q4/4P1P1/1p6/7P/1K1R4 b - - 1 38,c8d8 d5d8 a8d8 d1d8,2,White
3b2k1/6pp/3p4/p1qN1r2/1pP1QpR1/1P3P2/P5Pr/5R1K w - - 0 31,h1h2 f5h5 g4h4 h5h4,2,Black
8/1R5p/p5pk/2p1P3/6PP/1Pn3K1/5r2/4r3 b - - 2 57,f2e2 g4g5 h6h5 b7h7,2,Black
2rqrk2/1b1nppbB/pp3n2/2pPP1NQ/P7/2N4P/1PP3P1/R4RK1 b - - 4 18,d7e5 h5f7 e5f7 g5e6,2,White
8/1R5k/6rp/3nPQ2/3q2p1/2p5/5PPP/6K1 b - - 2 41,h7h8 f5f8 g6g8 f8h6,2,White
5Qk1/2p2p1p/1r3Bp1/8/5q2/6R1/5PPP/R5K1 b - - 0 27,g8f8 a1a8 b6b8 a8b8,2,White
5k2/R3Ppbp/2p3p1/3n4/3P4/Br5P/5PP1/6K1 b - - 0 25,d5e7 a7a8 b3b8 a8b8,2,White
2kR3r/Qp6/p1p5/4p3/1P2q1p1/8/P5P1/3R2Kn b - - 1 37,h8d8 a7a8 c8c7 a8d8,2,White
1B6/8/8/5n2/5P2/6k1/7p/6K1 w - - 0 76,g1h1 g3h3 b8e5 f5g3,2,Black
5rk1/1Q5p/p3p1p1/4p3/2P5/2n1B3/6PP/4RqK1 w - - 3 31,e1f1 c3e2 g1h1 f8f1 e3g1 f1g1,3,Black
7k/3P4/7p/1P2bQ1B/P3p3/3qP2P/5PP1/5K2 w - - 5 41,f1g1 d3b1 h5d1 b1d1,2,Black
1R6/6pk/3p3p/3PbQ2/4P3/1Pr4P/3q1PK1/8 b - - 3 41,g7g6 f5f7 e5g7 f7g8,2,White
r2qr1k1/1b2bp2/p1n1pn1Q/1p1p2N1/3P4/P2B3P/1PP2PP1/RN2R1K1 b - - 2 15,e7f8 d3h7 f6h7 h6h7,2,White
1r4k1/6pp/4R1p1/8/p1N5/r2pQ2P/KP3P2/3q4 w - - 0 35,c4a3 d1b3 a2a1 b3b2,2,Black
r1k2r2/2p1R3/p1Np4/3Q4/1P4p1/2N3Pp/P4q1P/R6K w - - 0 31,e7e2 f2f1 a1f1 f8f1,2,White
R1kr3r/3p1p2/1Q2p3/4qp2/1P5p/6P1/2P2PbP/R5K1 b - - 5 25,g2a8 a1a8 e5b8 a8b8,2,White
r7/7Q/p1p2k2/2P1p1p1/1P2P3/R4qPB/P6P/3R3K w - - 1 38,h3g2 f3d1 g2f1 d1f1,2,White
4r1k1/4P1p1/6K1/8/3R3P/6P1/3p4/8 b - - 1 44,e8e7 d4d8 e7e8 d8e8,2,White
r6r/8/6p1/p2P3b/Pp2PQnk/7R/1qPK4/5R2 b - - 3 39,h4h3 f1h1 h3g2 f4f1 g2g3 h1h3,3,White
5rk1/p4r1p/1p2p1p1/2p1b2P/4p1Q1/BP1bP3/P5P1/2RR1qK1 w - - 4 25,d1f1 f7f1 c1f1 f8f1,2,Black
3Q4/8/p2pq3/kpp1p3/1nP1P3/3P4/PP3r2/1K5R b - - 0 39,a5a4 b2b3 a4a3 d8a5,2,White
1r4k1/4Q1pp/2b1p3/3pP1K1/p1pP2PP/P1r5/8/5R2 b - - 3 35,h7h6 g5g6 c6e8 f1f7 e8f7 e7f7 g8h8 f7g7,4,White
r6r/p5Qp/4b1p1/8/3Rk1Pq/4P2P/P1P2P2/4K3 b - - 1 29,e4f3 g7b7 e6d5 b7d5,2,White
rn3q2/ppp4p/3B4/3n1b2/3PP1kP/8/PPPNK3/6R1 b - - 0 23,g4h4 d2f3 h4h5 g1g5 h5h6 d6f8,3,White
r1b5/p4p2/1k1Qp3/1B1p4/1P6/2P2P2/P2NK2P/n1q5 b - - 4 29,b6b5 d6c5 b5a4 c5a5,2,White
1r4k1/5pp1/b4B2/3p4/K1r5/P2n1Q1P/5P2/6RR w - - 3 32,a4a5 c4a4 a5a4 d3c5 a4a5 b8b5,3,Black
8/kp6/p7/P2p4/3P3p/2r5/5qPP/5R1K w - - 0 36,f1f2 c3c1 f2f1 c1f1,2,Black
1r2k3/2p2p2/5q2/1p2p2Q/4P2n/1BP1P2P/1P5r/R2R3K w - - 1 30,h1h2 f6f2 h2h1 f2g2,2,Black
4rQ1k/2p3pp/1p1pB1n1/1P2p3/4P2q/2PNP3/5RPP/5RK1 b - - 0 28,g6f8 f2f8 e8f8 f1f8,2,White
8/pbp1k2r/1p1p4/1N1Pp3/1PP1PbQ1/7r/P4R1P/6RK w - - 10 29,b5c7 h3h2 f2h2 h7h2,2,White
1r4k1/5ppp/8/p3Pp2/5P2/q7/3Q2PP/K2R3R w - - 6 31,d2a2 a3c3 a2b2 c3b2,2,Black
3k3r/1Q1p2p1/4p3/1p6/P1pP4/2P3qP/1P2n1P1/R1B2RK1 w - - 1 29,g1h1 h8h3 g2h3 g3h3,2,Black
1Qbk4/1p4pp/1Npp4/5q2/P1P5/1P3N1P/1K2r1P1/7R w - - 4 29,b2a3 f5c5 b3b4 c5e3,2,Black
4r3/8/p6R/1pkp4/8/2P2rN1/PP1K1p2/4n3 b - - 0 43,f3g3 b2b4 c5c4 h6c6,2,Black
2q4k/3P1Qpp/1b6/4p3/5p2/1p3P2/5P2/3K4 b - - 0 52,c8d8 f7e8 d8e8 d7e8q,2,Black
r1b3rk/p3R1Bp/1qp5/5p2/2B5/1P3N2/P4PPP/R5K1 b - - 0 19,g8g7 e7e8 g7g8 e8g8,2,White
2r1r1kR/2qnbpB1/p3p3/1p1bP1p1/3N1Q2/8/PPB2PPP/R5K1 b - - 1 24,g8g7 h8h7 g7g8 f4f7,2,White
8/8/8/5k1p/6p1/2R2PPK/5r2/8 w - - 0 59,f3g4 h5g4 h3h4 f2h2,2,Black
1rbk4/4p3/p1qp2p1/2pNb3/Q1P1P1B1/7P/P4PP1/1R4K1 w - - 22 34,a4c6 b8b1 g4d1 b1d1,2,White
5rk1/RQ3pp1/4p1p1/3pP1N1/4bP2/4q3/P5P1/5R1K w - - 5 30,g5f7 e3h3 h1g1 h3g2,2,White
2r2R1k/6rp/p2p4/q1pPp3/2P3Q1/8/P5PP/5RK1 b - - 1 31,c8f8 f1f8 g7g8 f8g8,2,White
6k1/6r1/3P4/8/4Pp1Q/1q3P2/7P/3R1B1K w - - 3 53,h4e1 b3f3 f1g2 f3g2,2,White
6k1/1p1Q1pp1/1P5p/8/4P1n1/3PB1Pq/5P1P/2r3K1 w - - 7 35,e3c1 h3h2 g1f1 h2f2,2,Black
3r2k1/pp3pn1/8/2p5/1n3PQ1/P5PR/1q2r2P/KR6 w - - 0 33,b1b2 d8d1 b2b1 e2a2,2,Black
5k2/p1p5/1b4p1/4p1B1/2Q1P2q/5n1p/PP3P1P/R5KB w - - 0 28,h1f3 h4f2 g1h1 f2f3,2,Black
7k/p7/1p1b4/2p4p/2B3pP/2P5/PPQ1nRPK/4r3 w - - 2 34,g2g3 d6g3 h2g2 e1g1,2,Black
4Rrk1/pp1Q2pp/1qn5/5PP1/2p5/5Nb1/PPP2nB1/R1B4K w - - 2 24,h1g1 f2h3 g1h1 b6g1 f3g1 h3f2,3,Black
5rk1/ppp3p1/7p/3p3Q/3P4/4r3/PP2RqPP/6K1 w - - 0 24,e2f2 e3e1 f2f1 f8f1,2,Black
r2q2k1/1p4pp/p1n1p2r/P1p4n/2NPP3/5P2/1P2NBPb/R2Q1RK1 w - - 0 18,g1h2 h5g3 h2g1 h6h1,2,Black
r2q1b1r/pbpp2k1/1p3p1p/5N1Q/1nPP4/2N1P3/PP3PPP/R4RK1 b - - 0 13,g7h7 h5f7 f8g7 f7g7,2,White
5r2/5rpk/p3Q2p/1p1pP3/2bP3N/6P1/6PP/1R2q2K w - - 0 43,b1e1 f7f1 e1f1 f8f1,2,Black
r7/1p4bp/p1nq4/5Pp1/2Q1r3/2PN2Pk/PP6/R1B2RK1 w - - 0 23,c4e4 d6g3 g1h1 g3h2,2,White
6k1/2p2pp1/b6p/2b5/8/2P3P1/P3r2P/RN1B3K w - - 2 26,d1e2 a6b7 e2f3 b7f3,2,Black
8/1p1k1pp1/2p1p3/8/3P2n1/4qKP1/4N1B1/R3R3 w - - 0 36,f3g4 f7f5 g4h5 e3h6,2,Black
Q4b1r/2R1kppp/4p1q1/1p6/3PP3/3K4/PP5P/8 b - - 2 21,e7f6 a8d8 f8e7 d8e7,2,White
8/1Q3p2/3p1kpp/p4P1K/2P3P1/1P5P/5q2/8 w - - 0 41,f5g6 f7g6 h5h6 f2h4,2,Black
3r1Q1k/p5pp/8/4p3/1q6/1P4P1/P4RKP/5R2 b - - 4 31,d8f8 f2f8 b4f8 f1f8,2,White
2r2k2/pp1b1r1p/3p1B1Q/5P2/4q3/1P6/P1P5/1K4R1 b - - 4 31,f8e8 g1g8 f7f8 h6f8,2,White
5r1k/5p1p/p2P1Qp1/1p6/8/PB2R3/1P3K1P/2r4q b - - 6 41,h8g8 b3f7 f8f7 e3e8 f7f8 f6f8,3,White
4R2k/2p2q1p/1pn3pB/p4pQ1/3P4/2P2P2/6K1/8 b - - 0 27,f7e8 g5f6 h8g8 f6g7,2,White
r2r2k1/1bq1bp2/p2ppnnQ/1pp3NN/4P3/P1PP4/1P2BPPP/R4RK1 b - - 4 17,f6h5 h6h7 g8f8 h7f7,2,White
4r1k1/5ppp/3Q4/8/P3q3/5N2/5PPP/3Rr1K1 w - - 1 29,d1e1 e4e1 f3e1 e8e1,2,Black
3rr2k/ppp1n1p1/4Q2p/2P1Np2/1B6/2N5/5PPP/1q4K1 w - - 0 28,c3b1 d8d1 b4e1 d1e1,2,Black
6k1/r2q1Bp1/6p1/5p2/2Q5/p5P1/4R2K/8 b - - 0 54,d7f7 e2e8 g8h7 c4h4,2,White
6rk/Q1R5/3p3p/3Pp3/1P2Pr2/2Pq4/3B1P2/4RK2 w - - 2 38,e1e2 d3h3 f1e1 g8g1,2,Black
4R3/6pk/Q6p/8/1p1N4/8/6PP/3q3K w - - 4 38,e8e1 d1e1 a6f1 e1f1,2,Black
6k1/R5pp/4pp2/8/QBq5/2P4P/5PP1/3r2K1 w - - 1 32,g1h2 c4f4 g2g3 f4f2,2,White
2rq1rk1/pp1b2p1/2n5/3B1p1Q/2P5/3P2P1/P2N1P1P/b5K1 b - - 1 23,f8f7 h5f7 g8h8 f7h5,2,White
r5k1/5rpp/2Q2p2/1p1p3P/4p1B1/1P2P3/3K4/q6R b - - 3 33,a1h1 c6a8 f7f8 g4e6 g8h8 a8f8,3,Black
r1bqkb1r/ppp2B1p/2n2nN1/7Q/3Pp3/8/PPP2PPP/R1B1K2R b KQkq - 2 10,e8f7 g6e5 f7e6 h5f7 e6d6 e5c4,3,White
2r1r3/3N1pk1/p5R1/1p4Pp/3Qq2P/8/bPPR4/2K5 b - - 0 33,g7g6 d4f6 g6h7 f6h6 h7g8 d7f6,3,White
r4r2/pp2qp1k/1b1p1p1p/2p4Q/4PP2/P6R/1PP3PP/R6K b - - 6 23,f8h8 h5h6 h7g8 h6h8,2,White
8/3PB3/k3p1p1/1p5p/p2Q1P1P/P2R2P1/3Kq3/4r3 w - - 5 66,d2c3 e1c1 c3b4 e2b2 d4b2 c1c4,3,Black
5rk1/1p4pp/p7/2RP4/4r3/1Q6/PP3qPP/5RK1 w - - 0 23,f1f2 e4e1 f2f1 e1f1,2,Black
r4rk1/1b4pp/p3Q3/q4p2/4p3/2P1P1P1/B4PP1/2KR3R b - - 0 26,g8h8 h1h7 h8h7 d1h1,2,White
3Q2k1/ppq2p1p/5B1p/4r3/5Pr1/6P1/PP6/3R2K1 b - - 3 30,c7d8 d1d8 e5e8 d8e8,2,White
5r1k/pp4pp/8/2q2Q2/2P1P2P/1B6/PP2KP2/3R4 w - - 3 27,f5d5 c5f2 e2d3 f8f3,2,White
8/Q1R2R1p/pp2p1p1/6k1/6nq/4P3/5PP1/6K1 w - - 3 33,f7h7 h4f2 g1h1 f2e1,2,White
r2Q2k1/p4p1p/1p4pB/8/8/6PP/PPq1r3/3R1R1K b - - 6 25,a8d8 d1d8 e2e8 d8e8,2,White
2r4k/ppq1p2p/3p2Q1/8/4P1P1/3n4/PP6/1KrR3R w - - 1 24,d1c1 c7c1 h1c1 c8c1,2,Black
4r1kR/p1r1PRp1/1p4P1/2p5/8/8/PP6/7K b - - 4 42,g8h8 f7f8 e8f8 e7f8q,2,White
1k6/p1p1q3/2Br4/3pp1pp/8/1Q1PP3/PPP3PP/6K1 b - - 2 24,b8c8 b3b7 c8d8 b7a8,2,White
2R2n2/5pk1/3P2p1/p3p1PN/q6P/Pr3Q2/5P2/6K1 b - - 0 38,g6h5 f3f6 g7g8 c8f8 g8f8 f6h8,3,White
3R2k1/p4pp1/7p/2q1P1Q1/8/8/4r1PP/7K b - - 1 32,g8h7 g5f5 g7g6 f5f7,2,White
3kr3/pBp2p2/1n1p1p2/5Q1p/Pq5P/2N3R1/1KP2PP1/r7 w - - 0 33,b2a1 b4a3 a1b1 e8e1 c3d1 e1d1,3,Black
7k/1p2Q1p1/p2p3p/2q1n3/P7/8/1PPBN1PP/R2n2K1 w - - 3 24,g1h1 d1f2 h1g1 f2h3 g1h1 c5g1 e2g1 h3f2,4,Black
8/pQp3k1/3p2p1/8/3P2n1/2P1q2r/PP4P1/5R1K w - - 0 28,g2h3 e3h3 h1g1 h3h2,2,Black
r2qk2Q/pppb1pp1/4pb2/3p4/5P2/1PPP4/PBN3PP/5RK1 b q - 2 16,e8e7 b2a3 c7c5 a3c5,2,White
3r2k1/p4ppp/R7/8/8/5r1P/PPP1n2R/2K5 w - - 0 26,h2e2 f3f1 e2e1 f1e1,2,Black
r4r1k/8/5pQ1/p3bPp1/P1Bp2Pp/1P1P4/5PK1/8 b - - 9 39,a8a7 g6h6 a7h7 h6f8,2,White
4R1rk/pp3p1p/2nQ1N2/5p1q/8/8/PPP2P1P/5RrK w - - 2 29,f1g1 h5f3 g1g2 f3g2,2,Black
4r3/ppB2k1p/6p1/6n1/8/1P6/P1bP1PPP/RN2K2R w KQ - 1 21,e1f1 c2d3 f1g1 e8e1,2,Black
7k/pp1R2pp/8/1Bp5/3p3K/4br1P/PPP2r1P/3R4 b - - 5 23,f2h2 d7d8 f3f8 d8f8,2,Black
r2qk3/pp3p2/2nb4/3p1R2/2pP2P1/2P1P1p1/PP1NB1P1/R1Q3Kr w q - 1 21,g1h1 d8h4 h1g1 h4h2 g1f1 h2h1,3,Black
